	vinegar	cilantro	mint	olive_oil	cayenne	fish	lime_juice	shrimp	lettuce	carrot	garlic	basil	cucumber	rice	seed	shiitake
	onion	cayenne	fish	black_pepper	seed	garlic
	garlic	soy_sauce	lime_juice	thai_pepper
	cilantro	shallot	lime_juice	fish	cayenne	ginger	pea	bean	basil	vegetable_oil	beef_broth	rice	mint	roasted_beef	lime
	coriander	vinegar	lemon	lime_juice	fish	cayenne	scallion	cucumber	peanut	garlic	rice	mint	shrimp
	coriander	lemongrass	sesame_oil	beef	root	fish	cucumber	vegetable_oil	basil	garlic	rice	mint	soy_sauce	lime
	tomato	lemon	black_pepper	shiitake	cayenne	garlic	oregano	pineapple	basil	vegetable_oil	chicken	rice	mint	fish
	butter	vinegar	pork	wheat	mushroom	shallot	cayenne	fish	lime_juice	shrimp	black_pepper	bean	carrot	garlic	lard	vegetable_oil	rice	egg	bread
	shallot	peanut	fish	cayenne	lime_juice	mango	lime
	coriander	fenugreek	pepper	black_pepper	chicken_broth	lime_juice	cumin	ginger	garlic	turmeric	vegetable_oil	chicken	rice	lemongrass	fish	coconut	cayenne
	butter	cane_molasses	pumpkin	milk_fat	nutmeg	cinnamon	cream	egg	milk	bread
	coriander	sesame_oil	beef	lime_juice	fish	cayenne	lettuce	cucumber	basil	garlic	rice	mint	roasted_peanut
	coriander	pepper	rice	onion	beef	chicken_broth	cayenne	cilantro	scallion	bean	macaroni	bell_pepper	vegetable_oil	garlic	cabbage	shrimp	lemongrass	fish	thai_pepper	lime
	chicken_broth	shiitake	garlic	vegetable_oil	rice	fish	wine
	tomato	onion	scallion	garlic	vegetable_oil	wine
	cane_molasses	coconut	cayenne	fish	pork	soybean	mint	lime	cilantro	lime_juice	scallion	basil	vegetable_oil	rice	lemongrass	mushroom	black_pepper	garlic	mung_bean	onion	shrimp	root	turmeric
	cane_molasses	tomato	onion	beef	shallot	cayenne	fish	lime_juice	vegetable_oil	ginger	lettuce	sherry	cucumber	pineapple	basil	garlic	watercress	soy_sauce	oyster
	garlic	fish	carrot	lime_juice	thai_pepper
	butter	vinegar	rice	onion	beef	soy_sauce	black_pepper	scallion	lime	garlic	vegetable_oil	watercress	fish	wine
	butter	dill	cilantro	wheat	onion	yeast	shallot	lime_juice	fish	black_pepper	garlic	lime	lettuce	macaroni	catfish	peanut	vegetable_oil	rice	turmeric
	cilantro	onion	shiitake	cayenne	garlic	bell_pepper	soybean	vegetable_oil	fish	lemongrass
	shallot	black_pepper	fish	lime_juice	garlic	oyster	vegetable_oil	chicken	thai_pepper	lemongrass
	turkey	green_bell_pepper	shiitake	black_pepper	scallion	vegetable_oil	rice	egg	fish	oyster
	cane_molasses	cilantro	beef	soy_sauce	lime_juice	orange	garlic	bell_pepper	basil	vegetable_oil	egg	fish
	pea	cilantro	chicken_broth	lime_juice	ginger	scallion	carrot	bell_pepper	basil	chicken	rice	star_anise	lime
	shallot	lime_juice	fish	cayenne	cucumber	pineapple	mint	roasted_beef
	vinegar	beef	soy_sauce	cayenne	white_wine	bean	macaroni	bell_pepper	garlic	mint	fish
	vinegar	cilantro	onion	shallot	radish	soy_sauce	cayenne	carrot	cucumber	fish	vegetable_oil	garlic	chicken	egg	star_anise	oyster	bread
	cane_molasses	cilantro	onion	shallot	fish	cayenne	shrimp	seed	garlic	vegetable_oil	tamarind	scallion	chicken_broth	wine
	lime_juice	fish	garlic
	vinegar	cilantro	roasted_peanut	fish	scallion	carrot	basil	rice	mint
	cilantro	sesame_oil	starch	cayenne	fish	lime_juice	ginger	shrimp	lettuce	garlic	bell_pepper	crab	vegetable_oil	egg	thai_pepper	lime
	vinegar	cilantro	roasted_peanut	fish	cayenne	scallion	bean	carrot	garlic	rice	egg	corn
	cane_molasses	pork	lime_juice	fish	lettuce	seed	mint	lemongrass	cilantro	soy_sauce	cayenne	scallion	basil	vegetable_oil	rice	thai_pepper	pepper	bean	garlic	carrot	pineapple	cucumber
	shallot	chicken_broth	garlic	vegetable_oil	rice	turmeric
	butter	cilantro	brussels_sprout	fish	cayenne	pepper	scallion	garlic	sesame_seed	mandarin_peel	vegetable_oil	rice	mint
	vinegar	pepper	lime_juice	corn	cayenne	grapefruit	garlic	pecan	cabbage	carrot	mint	soy_sauce	wine
	soy_sauce	ginger	garlic	vegetable_oil	chicken	turmeric	star_anise	lime
	coriander	papaya	roasted_peanut	fish	lime_juice	shrimp	carrot	garlic
	cane_molasses	roasted_peanut	lime_juice	fish	cayenne	ginger	carrot	garlic	basil	chicken	mint	cabbage	lime
	vinegar	cilantro	lemon_juice	meat	fish	black_pepper	ginger	garlic	chicken	soy_sauce
	vinegar	radish	fish	lime_juice	carrot	garlic	vegetable_oil	chicken	rice
	dill	roasted_peanut	cayenne	fish	lime_juice	scallion	garlic	pineapple	vegetable_oil	rice	turmeric
	lemon	onion	beef	fish	ginger	scallion	lettuce	bean	garlic	beef_broth	star_anise
